web-scraper-order,web-scraper-start-url,pokemon_normaux,pokemon_normaux-href,id_pokemon,nom_pokemon,taille,poids,Points de vie de base,Attaque de base,Défense de base,Attaque spéciale de base,Défense spéciale de base,Vitesse de base,Type_pokemon1-src
"1530534993-1563","https://ivpokemon.fr/liste-pokemon","Kranidos","https://ivpokemon.fr/infos-pokemon?id=408","#408","Kranidos","0.9 m","31.5 kg","67","125","40","30","30","58","https://ivpokemon.fr/ressources/images/types/6.png"
"1530534160-978","https://ivpokemon.fr/liste-pokemon","Lunala","https://ivpokemon.fr/infos-pokemon?id=792","#792","Lunala","4 m","120 kg","137","113","89","137","107","97","https://ivpokemon.fr/ressources/images/types/8.png"
"1530534552-1272","https://ivpokemon.fr/liste-pokemon","Lugulabre","https://ivpokemon.fr/infos-pokemon?id=609","#609","Lugulabre","1 m","34.3 kg","60","55","90","145","90","80","https://ivpokemon.fr/ressources/images/types/10.png"
"1530534279-1068","https://ivpokemon.fr/liste-pokemon","Chrysapile","https://ivpokemon.fr/infos-pokemon?id=737","#737","Chrysapile","0.5 m","10.5 kg","57","82","95","55","75","36","https://ivpokemon.fr/ressources/images/types/13.png"
"1530535665-1945","https://ivpokemon.fr/liste-pokemon","Mew","https://ivpokemon.fr/infos-pokemon?id=151","#151","Mew","0.4 m","4 kg","100","100","100","100","100","100","https://ivpokemon.fr/ressources/images/types/14.png"
"1530535435-1825","https://ivpokemon.fr/liste-pokemon","Hyporoi","https://ivpokemon.fr/infos-pokemon?id=230","#230","Hyporoi","1.8 m","152 kg","75","95","95","95","95","85","https://ivpokemon.fr/ressources/images/types/16.png"
"1530534200-1011","https://ivpokemon.fr/liste-pokemon","Silvallié","https://ivpokemon.fr/infos-pokemon?id=773","#773","Silvallié","2.3 m","100.5 kg","95","95","95","95","95","95","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535795-2030","https://ivpokemon.fr/liste-pokemon","Kokiyas","https://ivpokemon.fr/infos-pokemon?id=90","#90","Kokiyas","0.3 m","4 kg","30","65","100","45","25","40","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535759-2006","https://ivpokemon.fr/liste-pokemon","Tygnon","https://ivpokemon.fr/infos-pokemon?id=107","#107","Tygnon","1.4 m","50.2 kg","50","105","79","35","110","76","https://ivpokemon.fr/ressources/images/types/2.png"
"1530534471-1210","https://ivpokemon.fr/liste-pokemon","Keldeo","https://ivpokemon.fr/infos-pokemon?id=647","#647","Keldeo","1.4 m","48.5 kg","91","72","90","129","90","108","https://ivpokemon.fr/ressources/images/types/2.png"
"1530535313-1739","https://ivpokemon.fr/liste-pokemon","Parecool","https://ivpokemon.fr/infos-pokemon?id=287","#287","Parecool","0.8 m","24 kg","60","60","60","35","35","30","https://ivpokemon.fr/ressources/images/types/1.png"
"1530534697-1362","https://ivpokemon.fr/liste-pokemon","Farfaduvet","https://ivpokemon.fr/infos-pokemon?id=547","#547","Farfaduvet","0.7 m","6.6 kg","60","67","85","77","75","116","https://ivpokemon.fr/ressources/images/types/12.png"
"1530536065-2131","https://ivpokemon.fr/liste-pokemon","Rattatac","https://ivpokemon.fr/infos-pokemon?id=20","#20","Rattatac","0.7 m","18.5 kg","55","81","60","50","70","97","https://ivpokemon.fr/ressources/images/types/1.png"
"1530534823-1440","https://ivpokemon.fr/liste-pokemon","Cresselia","https://ivpokemon.fr/infos-pokemon?id=488","#488","Cresselia","1.5 m","85.6 kg","120","70","120","75","130","85","https://ivpokemon.fr/ressources/images/types/14.png"
"1530535502-1877","https://ivpokemon.fr/liste-pokemon","Cornèbre","https://ivpokemon.fr/infos-pokemon?id=198","#198","Cornèbre","0.5 m","2.1 kg","60","85","42","85","42","91","https://ivpokemon.fr/ressources/images/types/3.png"
"1530534231-1032","https://ivpokemon.fr/liste-pokemon","Nounourson","https://ivpokemon.fr/infos-pokemon?id=759","#759","Nounourson","0.5 m","6.8 kg","70","75","50","45","50","50","https://ivpokemon.fr/ressources/images/types/2.png"
"1530535294-1727","https://ivpokemon.fr/liste-pokemon","Makuhita","https://ivpokemon.fr/infos-pokemon?id=296","#296","Makuhita","1 m","86.4 kg","72","60","30","20","30","25","https://ivpokemon.fr/ressources/images/types/2.png"
"1530534386-1152","https://ivpokemon.fr/liste-pokemon","Sepiatroce","https://ivpokemon.fr/infos-pokemon?id=687","#687","Sepiatroce","1.5 m","47 kg","86","92","88","68","75","73","https://ivpokemon.fr/ressources/images/types/14.png"
"1530534240-1040","https://ivpokemon.fr/liste-pokemon","Spododo","https://ivpokemon.fr/infos-pokemon?id=755","#755","Spododo","0.2 m","1.5 kg","40","35","55","65","75","15","https://ivpokemon.fr/ressources/images/types/6.png"
"1530534198-1010","https://ivpokemon.fr/liste-pokemon","Météno","https://ivpokemon.fr/infos-pokemon?id=774","#774","Météno","0.3 m","40 kg","60","60","100","60","100","60","https://ivpokemon.fr/ressources/images/types/3.png"
"1530535153-1674","https://ivpokemon.fr/liste-pokemon","Tylton","https://ivpokemon.fr/infos-pokemon?id=333","#333","Tylton","0.4 m","1.2 kg","45","40","60","40","75","50","https://ivpokemon.fr/ressources/images/types/3.png"
"1530535940-2088","https://ivpokemon.fr/liste-pokemon","Aéromite","https://ivpokemon.fr/infos-pokemon?id=49","#49","Aéromite","1.5 m","12.5 kg","70","65","60","90","75","90","https://ivpokemon.fr/ressources/images/types/4.png"
"1530534983-1555","https://ivpokemon.fr/liste-pokemon","Cheniselle","https://ivpokemon.fr/infos-pokemon?id=413","#413","Cheniselle","0.5 m","6.5 kg","60","59","85","79","105","36","https://ivpokemon.fr/ressources/images/types/7.png"
"1530534919-1511","https://ivpokemon.fr/liste-pokemon","Griknot","https://ivpokemon.fr/infos-pokemon?id=443","#443","Griknot","0.7 m","20.5 kg","58","70","45","40","45","42","https://ivpokemon.fr/ressources/images/types/5.png"
"1530534609-1313","https://ivpokemon.fr/liste-pokemon","Sorbébé","https://ivpokemon.fr/infos-pokemon?id=582","#582","Sorbébé","0.4 m","5.7 kg","36","50","50","65","60","44","https://ivpokemon.fr/ressources/images/types/15.png"
"1530534255-1049","https://ivpokemon.fr/liste-pokemon","Prédastérie","https://ivpokemon.fr/infos-pokemon?id=748","#748","Prédastérie","0.7 m","14.5 kg","50","63","152","53","142","35","https://ivpokemon.fr/ressources/images/types/4.png"
"1530534695-1361","https://ivpokemon.fr/liste-pokemon","Chlorobule","https://ivpokemon.fr/infos-pokemon?id=548","#548","Chlorobule","0.5 m","6.6 kg","45","35","50","70","50","30","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534611-1314","https://ivpokemon.fr/liste-pokemon","Lakmécygne","https://ivpokemon.fr/infos-pokemon?id=581","#581","Lakmécygne","1.3 m","24.2 kg","75","87","63","87","63","98","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535680-1955","https://ivpokemon.fr/liste-pokemon","Artikodin","https://ivpokemon.fr/infos-pokemon?id=144","#144","Artikodin","1.7 m","55.4 kg","90","85","100","95","125","85","https://ivpokemon.fr/ressources/images/types/15.png"
"1530534725-1385","https://ivpokemon.fr/liste-pokemon","Bétochef","https://ivpokemon.fr/infos-pokemon?id=534","#534","Bétochef","1.4 m","87 kg","105","140","95","55","65","45","https://ivpokemon.fr/ressources/images/types/2.png"
"1530534895-1492","https://ivpokemon.fr/liste-pokemon","Coatox","https://ivpokemon.fr/infos-pokemon?id=454","#454","Coatox","1.3 m","44.4 kg","83","106","65","86","65","85","https://ivpokemon.fr/ressources/images/types/4.png"
"1530535789-2025","https://ivpokemon.fr/liste-pokemon","Spectrum","https://ivpokemon.fr/infos-pokemon?id=93","#93","Spectrum","1.6 m","0.1 kg","45","50","45","115","55","95","https://ivpokemon.fr/ressources/images/types/4.png"
"1530535089-1630","https://ivpokemon.fr/liste-pokemon","Obalie","https://ivpokemon.fr/infos-pokemon?id=363","#363","Obalie","0.8 m","39.5 kg","70","40","50","55","50","25","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534861-1468","https://ivpokemon.fr/liste-pokemon","Phyllali","https://ivpokemon.fr/infos-pokemon?id=470","#470","Phyllali","1 m","25.5 kg","65","110","130","60","65","95","https://ivpokemon.fr/ressources/images/types/12.png"
"1530535165-1683","https://ivpokemon.fr/liste-pokemon","Spinda","https://ivpokemon.fr/infos-pokemon?id=327","#327","Spinda","1.1 m","5 kg","60","60","60","60","60","60","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535587-1891","https://ivpokemon.fr/liste-pokemon","Floravol","https://ivpokemon.fr/infos-pokemon?id=188","#188","Floravol","0.6 m","1 kg","55","45","50","45","65","80","https://ivpokemon.fr/ressources/images/types/12.png"
"1530535676-1952","https://ivpokemon.fr/liste-pokemon","Sulfura","https://ivpokemon.fr/infos-pokemon?id=146","#146","Sulfura","2 m","60 kg","90","100","90","125","85","90","https://ivpokemon.fr/ressources/images/types/3.png"
"1530534713-1376","https://ivpokemon.fr/liste-pokemon","Larveyette","https://ivpokemon.fr/infos-pokemon?id=540","#540","Larveyette","0.3 m","2.5 kg","45","53","70","40","60","42","https://ivpokemon.fr/ressources/images/types/7.png"
"1530534785-1419","https://ivpokemon.fr/liste-pokemon","Ponchiot","https://ivpokemon.fr/infos-pokemon?id=506","#506","Ponchiot","0.4 m","4.1 kg","45","60","45","25","45","55","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535748-2000","https://ivpokemon.fr/liste-pokemon","Rhinoféros","https://ivpokemon.fr/infos-pokemon?id=112","#112","Rhinoféros","1.9 m","120 kg","105","130","120","45","45","40","https://ivpokemon.fr/ressources/images/types/6.png"
"1530535345-1766","https://ivpokemon.fr/liste-pokemon","Ludicolo","https://ivpokemon.fr/infos-pokemon?id=272","#272","Ludicolo","1.5 m","55 kg","80","70","70","90","100","70","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535076-1621","https://ivpokemon.fr/liste-pokemon","Relicanth","https://ivpokemon.fr/infos-pokemon?id=369","#369","Relicanth","1 m","23.4 kg","100","90","130","45","65","55","https://ivpokemon.fr/ressources/images/types/6.png"
"1530534851-1460","https://ivpokemon.fr/liste-pokemon","Gallame","https://ivpokemon.fr/infos-pokemon?id=475","#475","Gallame","1.6 m","52 kg","68","125","65","65","115","80","https://ivpokemon.fr/ressources/images/types/14.png"
"1530534332-1108","https://ivpokemon.fr/liste-pokemon","Grelaçon","https://ivpokemon.fr/infos-pokemon?id=712","#712","Grelaçon","1 m","99.5 kg","55","69","85","32","35","28","https://ivpokemon.fr/ressources/images/types/15.png"
"1530535456-1843","https://ivpokemon.fr/liste-pokemon","Marcacrin","https://ivpokemon.fr/infos-pokemon?id=220","#220","Marcacrin","0.4 m","6.5 kg","50","50","40","30","30","50","https://ivpokemon.fr/ressources/images/types/5.png"
"1530535829-2056","https://ivpokemon.fr/liste-pokemon","Racaillou","https://ivpokemon.fr/infos-pokemon?id=74","#74","Racaillou","0.4 m","20 kg","40","80","100","30","30","20","https://ivpokemon.fr/ressources/images/types/6.png"
"1530534164-981","https://ivpokemon.fr/liste-pokemon","Cosmovum","https://ivpokemon.fr/infos-pokemon?id=790","#790","Cosmovum","0.1 m","999.9 kg","43","29","131","29","131","37","https://ivpokemon.fr/ressources/images/types/14.png"
"1530534151-970","https://ivpokemon.fr/liste-pokemon","Câblifère","https://ivpokemon.fr/infos-pokemon?id=796","#796","Câblifère","3.8 m","100 kg","83","89","71","173","71","83","https://ivpokemon.fr/ressources/images/types/13.png"
"1530535686-1960","https://ivpokemon.fr/liste-pokemon","Kabutops","https://ivpokemon.fr/infos-pokemon?id=141","#141","Kabutops","1.3 m","40.5 kg","60","115","105","65","70","80","https://ivpokemon.fr/ressources/images/types/6.png"
"1530535606-1904","https://ivpokemon.fr/liste-pokemon","Wattouat","https://ivpokemon.fr/infos-pokemon?id=179","#179","Wattouat","0.6 m","7.8 kg","55","40","40","65","45","35","https://ivpokemon.fr/ressources/images/types/13.png"
"1530534187-1000","https://ivpokemon.fr/liste-pokemon","Denticrisse","https://ivpokemon.fr/infos-pokemon?id=779","#779","Denticrisse","0.9 m","19 kg","68","105","70","70","70","92","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534753-1402","https://ivpokemon.fr/liste-pokemon","Déflaisan","https://ivpokemon.fr/infos-pokemon?id=521","#521","Déflaisan","1.2 m","29 kg","80","115","80","65","55","93","https://ivpokemon.fr/ressources/images/types/3.png"
"1530535292-1726","https://ivpokemon.fr/liste-pokemon","Hariyama","https://ivpokemon.fr/infos-pokemon?id=297","#297","Hariyama","2.3 m","253.8 kg","144","120","60","40","60","50","https://ivpokemon.fr/ressources/images/types/2.png"
"1530534319-1099","https://ivpokemon.fr/liste-pokemon","Zygarde","https://ivpokemon.fr/infos-pokemon?id=718","#718","Zygarde","5 m","305 kg","108","100","121","81","95","95","https://ivpokemon.fr/ressources/images/types/5.png"
"1530535855-2075","https://ivpokemon.fr/liste-pokemon","Tartard","https://ivpokemon.fr/infos-pokemon?id=62","#62","Tartard","1.3 m","54 kg","90","95","95","70","90","70","https://ivpokemon.fr/ressources/images/types/2.png"
"1530534377-1144","https://ivpokemon.fr/liste-pokemon","Kravarech","https://ivpokemon.fr/infos-pokemon?id=691","#691","Kravarech","1.8 m","81.5 kg","65","75","90","97","123","44","https://ivpokemon.fr/ressources/images/types/16.png"
"1530534902-1499","https://ivpokemon.fr/liste-pokemon","Rapion","https://ivpokemon.fr/infos-pokemon?id=451","#451","Rapion","0.8 m","12 kg","40","50","90","30","55","65","https://ivpokemon.fr/ressources/images/types/7.png"
"1530534345-1119","https://ivpokemon.fr/liste-pokemon","Muplodocus","https://ivpokemon.fr/infos-pokemon?id=706","#706","Muplodocus","2 m","150.5 kg","90","100","70","110","150","80","https://ivpokemon.fr/ressources/images/types/16.png"
"1530534213-1021","https://ivpokemon.fr/liste-pokemon","Sovkipou","https://ivpokemon.fr/infos-pokemon?id=767","#767","Sovkipou","0.5 m","12 kg","25","35","40","20","30","80","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534897-1495","https://ivpokemon.fr/liste-pokemon","Cradopaud","https://ivpokemon.fr/infos-pokemon?id=453","#453","Cradopaud","0.7 m","23 kg","48","61","40","61","40","50","https://ivpokemon.fr/ressources/images/types/2.png"
"1530535333-1756","https://ivpokemon.fr/liste-pokemon","Goélise","https://ivpokemon.fr/infos-pokemon?id=278","#278","Goélise","0.6 m","9.5 kg","40","30","30","55","30","85","https://ivpokemon.fr/ressources/images/types/3.png"
"1530535072-1618","https://ivpokemon.fr/liste-pokemon","Draby","https://ivpokemon.fr/infos-pokemon?id=371","#371","Draby","0.6 m","42.1 kg","45","75","60","40","30","50","https://ivpokemon.fr/ressources/images/types/16.png"
"1530534800-1427","https://ivpokemon.fr/liste-pokemon","Grotichon","https://ivpokemon.fr/infos-pokemon?id=499","#499","Grotichon","1 m","55.5 kg","90","93","55","70","55","55","https://ivpokemon.fr/ressources/images/types/10.png"
"1530534957-1538","https://ivpokemon.fr/liste-pokemon","Baudrive","https://ivpokemon.fr/infos-pokemon?id=425","#425","Baudrive","0.4 m","1.2 kg","90","50","34","60","44","70","https://ivpokemon.fr/ressources/images/types/8.png"
"1530534853-1462","https://ivpokemon.fr/liste-pokemon","Porygon-Z","https://ivpokemon.fr/infos-pokemon?id=474","#474","Porygon-Z","0.9 m","34 kg","85","80","70","135","75","90","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535621-1915","https://ivpokemon.fr/liste-pokemon","Pichu","https://ivpokemon.fr/infos-pokemon?id=172","#172","Pichu","0.3 m","2 kg","20","40","15","35","35","60","https://ivpokemon.fr/ressources/images/types/13.png"
"1530534309-1088","https://ivpokemon.fr/liste-pokemon","Efflèche","https://ivpokemon.fr/infos-pokemon?id=723","#723","Efflèche","0.7 m","16 kg","78","75","75","70","70","52","https://ivpokemon.fr/ressources/images/types/12.png"
"1530535770-2013","https://ivpokemon.fr/liste-pokemon","Noeunoeuf","https://ivpokemon.fr/infos-pokemon?id=102","#102","Noeunoeuf","0.4 m","2.5 kg","60","40","80","60","45","40","https://ivpokemon.fr/ressources/images/types/14.png"
"1530534586-1294","https://ivpokemon.fr/liste-pokemon","Moyade","https://ivpokemon.fr/infos-pokemon?id=593","#593","Moyade","2.2 m","135 kg","100","60","70","85","105","60","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535279-1717","https://ivpokemon.fr/liste-pokemon","Mysdibule","https://ivpokemon.fr/infos-pokemon?id=303","#303","Mysdibule","0.6 m","11.5 kg","50","85","85","55","55","50","https://ivpokemon.fr/ressources/images/types/9.png"
"1530534663-1338","https://ivpokemon.fr/liste-pokemon","Tutankafer","https://ivpokemon.fr/infos-pokemon?id=563","#563","Tutankafer","1.7 m","76.5 kg","58","50","145","95","105","30","https://ivpokemon.fr/ressources/images/types/8.png"
"1530534759-1407","https://ivpokemon.fr/liste-pokemon","Mushana","https://ivpokemon.fr/infos-pokemon?id=518","#518","Mushana","1.1 m","60.5 kg","116","55","85","107","95","29","https://ivpokemon.fr/ressources/images/types/14.png"
"1530534584-1293","https://ivpokemon.fr/liste-pokemon","Mamanbo","https://ivpokemon.fr/infos-pokemon?id=594","#594","Mamanbo","1.2 m","31.6 kg","165","75","80","40","45","65","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535485-1865","https://ivpokemon.fr/liste-pokemon","Insolourdo","https://ivpokemon.fr/infos-pokemon?id=206","#206","Insolourdo","1.5 m","14 kg","100","70","70","65","65","45","https://ivpokemon.fr/ressources/images/types/1.png"
"1530534596-1304","https://ivpokemon.fr/liste-pokemon","Carabing","https://ivpokemon.fr/infos-pokemon?id=588","#588","Carabing","0.5 m","5.9 kg","50","75","45","40","45","60","https://ivpokemon.fr/ressources/images/types/7.png"
"1530534235-1035","https://ivpokemon.fr/liste-pokemon","Tritox","https://ivpokemon.fr/infos-pokemon?id=757","#757","Tritox","0.3 m","4.8 kg","48","44","40","71","40","77","https://ivpokemon.fr/ressources/images/types/4.png"
"1530535121-1647","https://ivpokemon.fr/liste-pokemon","Armaldo","https://ivpokemon.fr/infos-pokemon?id=348","#348","Armaldo","1.5 m","68.2 kg","75","125","100","70","80","45","https://ivpokemon.fr/ressources/images/types/7.png"
"1530534834-1448","https://ivpokemon.fr/liste-pokemon","Dialga","https://ivpokemon.fr/infos-pokemon?id=483","#483","Dialga","5.4 m","683 kg","100","120","120","150","100","90","https://ivpokemon.fr/ressources/images/types/9.png"
